Product_Name,Sub_Fund_Name,Issuer,Auth_Date,Doc,Deriv_Fund,Product_ID,Sub_Fund_ID,doc_url
Allianz Global Investors Choice Fund (AFH733),Allianz Choice Hong Kong Fund (AJJ641),Allianz Global Investors Asia Pacific Limited,23/2/2004,Offering Documents,No,AFH733,AJJ641,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AJJ641&docType=OD
JPMorgan Evergreen Fund (AJH234),,JPMorgan Funds (Asia) Limited,29/1/2004,Offering Documents,No,AJH234,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Franklin Templeton Investment Funds (ACG318),Templeton Global Total Return Fund (AJD982),Franklin Templeton International Services S.a.r.l.,30/12/2003,Offering Documents,Yes,ACG318,AJD982,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AJD982&docType=OD
Hang Seng Investment Series (AEO342),Hang Seng HSCEI Daily (1.5x) Leveraged Fund (AIR742),Hang Seng Investment Management Limited,12/12/2003,Offering Documents,Yes,AEO342,AIR742,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIR742&docType=OD
JPMorgan Provident High Growth Fund (AJF302),,JPMorgan Funds (Asia) Limited,25/11/2003,Offering Documents,No,AJF302,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Fidelity Funds (AAV264),Fidelity Funds - Japan Value Fund (AJF507),FIL Investment Management (Luxembourg) S.A.,11/11/2003,Offering Documents,No,AAV264,AJF507,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AJF507&docType=OD
Value Partners Intelligent Funds (AFS451),Chinese Mainland Focus Fund (AJC003),Value Partners Limited,10/11/2003,Offering Documents,No,AFS451,AJC003,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AJC003&docType=OD
Amundi Harvest Funds (AJE720),,Amundi Hong Kong Limited,6/11/2003, ,,AJE720,,
Threadneedle (Lux) (ACY490),Threadneedle (Lux) - US High Yield Bond (AJC930),Threadneedle Management Luxembourg S.A.,4/11/2003,Offering Documents,No,ACY490,AJC930,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AJC930&docType=OD
BlackRock Global Funds (AAR239),World Bond Fund (AJC348),BlackRock (Luxembourg) S.A.,28/10/2003,Offering Documents,Yes,AAR239,AJC348,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AJC348&docType=OD
Schroder International Selection Fund (AEU509),European Value (AJE611),Schroder Investment Management (Europe) S.A.,27/10/2003,Offering Documents,No,AEU509,AJE611,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AJE611&docType=OD
BOCHK Investment Funds (AGW589),BOCHK China Income Fund (AJE416),BOCI-Prudential Asset Management Limited,22/10/2003,Offering Documents,No,AGW589,AJE416,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AJE416&docType=OD
HSBC Investment Funds Trust (ADA076),HSBC China Momentum Fund (AJD897),HSBC Investment Funds (Hong Kong) Limited,19/9/2003,Offering Documents,No,ADA076,AJD897,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AJD897&docType=OD
Fidelity Funds (AAV264),Fidelity Funds - China Focus Fund (AJD468),FIL Investment Management (Luxembourg) S.A.,18/9/2003,Offering Documents,No,AAV264,AJD468,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AJD468&docType=OD
Janus Henderson Capital Funds plc (AFB760),Janus Henderson Global Real Estate Equity Income Fund (AJD493),Janus Henderson Investors Europe S.A.,10/9/2003,Offering Documents,No,AFB760,AJD493,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AJD493&docType=OD
BEA Union Investment Capital Growth Fund (AFH769),BEA Union Investment Global Bond Fund (AIX108),BEA Union Investment Management Limited,3/9/2003,Offering Documents,No,AFH769,AIX108,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIX108&docType=OD
First Sentier Investors Umbrella Funds (AGR018),First Sentier Asian Bridge Fund (AJC579),First Sentier Investors (Hong Kong) Limited,18/8/2003,Offering Documents,No,AGR018,AJC579,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AJC579&docType=OD
Hang Seng Investment Series (AEO342),Hang Seng China Enterprises Index Fund (AJC026),Hang Seng Investment Management Limited,25/7/2003,Offering Documents,No,AEO342,AJC026,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AJC026&docType=OD
Fidelity Advantage Portfolio Fund (ACO449),Fidelity Advantage Portfolio Fund - Global Equity Fund (AIZ044),FIL Investment Management (Hong Kong) Limited,3/7/2003,Offering Documents,No,ACO449,AIZ044,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIZ044&docType=OD
Fidelity Advantage Portfolio Fund (ACO449),Fidelity Advantage Portfolio Fund - Hong Kong Bond Fund (AIZ043),FIL Investment Management (Hong Kong) Limited,3/7/2003,Offering Documents,No,ACO449,AIZ043,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIZ043&docType=OD
Fidelity Advantage Portfolio Fund (ACO449),Fidelity Advantage Portfolio Fund - Hong Kong Equity Fund (AIZ042),FIL Investment Management (Hong Kong) Limited,3/7/2003,Offering Documents,No,ACO449,AIZ042,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIZ042&docType=OD
Fidelity Advantage Portfolio Fund (ACO449),Fidelity Advantage Portfolio Fund - World Bond Fund (AIZ045),FIL Investment Management (Hong Kong) Limited,3/7/2003,Offering Documents,No,ACO449,AIZ045,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIZ045&docType=OD
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - Global Equity Fund (AIV083),FIL Investment Management (Hong Kong) Limited,12/6/2003,Offering Documents,No,AFH923,AIV083,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIV083&docType=OD
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - World Bond Fund (AIV082),FIL Investment Management (Hong Kong) Limited,12/6/2003,Offering Documents,No,AFH923,AIV082,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIV082&docType=OD
Principal Life Style Fund (AIC154),,Principal Asset Management Company (Asia) Limited,22/5/2003,Offering Documents,,AIC154,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Principal Life Style Fund (AIC154),Principal Asian Equity Fund (AIC155),Principal Asset Management Company (Asia) Limited,22/5/2003,Offering Documents,No,AIC154,AIC155,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIC155&docType=OD
Principal Life Style Fund (AIC154),Principal Hong Kong Dollar Savings Fund (AIC160),Principal Asset Management Company (Asia) Limited,22/5/2003,Offering Documents,No,AIC154,AIC160,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIC160&docType=OD
Principal Life Style Fund (AIC154),Principal International Bond Fund (AIC157),Principal Asset Management Company (Asia) Limited,22/5/2003,Offering Documents,No,AIC154,AIC157,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIC157&docType=OD
Principal Life Style Fund (AIC154),Principal International Equity Fund (AIC158),Principal Asset Management Company (Asia) Limited,22/5/2003,Offering Documents,No,AIC154,AIC158,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIC158&docType=OD
Principal Life Style Fund (AIC154),Principal U.S. Equity Fund (AIC162),Principal Asset Management Company (Asia) Limited,22/5/2003,Offering Documents,No,AIC154,AIC162,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIC162&docType=OD
HSBC Managed Stable Growth Fund (AIV664),,HSBC Investment Funds (Hong Kong) Limited,12/5/2003,Offering Documents,No,AIV664,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
First Sentier Investors Global Umbrella Fund plc (AER758),First Sentier Asian Quality Bond Fund (AIU582),Board of Director - First Sentier Investors Global Umbrella Fund plc,7/5/2003,Offering Documents,No,AER758,AIU582,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIU582&docType=OD
First Sentier Investors Global Umbrella Fund plc (AER758),FSSA Asian Equity Plus Fund (AIU581),Board of Director - First Sentier Investors Global Umbrella Fund plc,7/5/2003,Offering Documents,No,AER758,AIU581,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIU581&docType=OD
Hang Seng Investment Series (AEO342),Hang Seng China Equity Fund (AIU389),Hang Seng Investment Management Limited,2/5/2003,Offering Documents,No,AEO342,AIU389,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIU389&docType=OD
BOCHK Investment Funds (AGW589),BOCHK Aggressive Growth Fund (AIL127),BOCI-Prudential Asset Management Limited,30/4/2003,Offering Documents,No,AGW589,AIL127,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIL127&docType=OD
BOCHK Investment Funds (AGW589),BOCHK Balanced Growth Fund (AIL128),BOCI-Prudential Asset Management Limited,30/4/2003,Offering Documents,No,AGW589,AIL128,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIL128&docType=OD
BOCHK Investment Funds (AGW589),BOCHK Conservative Growth Fund (AIL129),BOCI-Prudential Asset Management Limited,30/4/2003,Offering Documents,No,AGW589,AIL129,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIL129&docType=OD
JPMorgan Investment Funds (AID271),,JPMorgan Asset Management (Europe) S.a'r.l.,24/4/2003,Offering Documents,,AID271,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
BlackRock Global Funds (AAR239),Euro Corporate Bond Fund (AIG504),BlackRock (Luxembourg) S.A.,20/3/2003,Offering Documents,Yes,AAR239,AIG504,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIG504&docType=OD
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - Global Bond HK$ Hedged Fund (AIH525),FIL Investment Management (Hong Kong) Limited,6/3/2003,Offering Documents,No,AFH923,AIH525,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIH525&docType=OD
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - Hong Kong Bond Fund (AIH526),FIL Investment Management (Hong Kong) Limited,6/3/2003,Offering Documents,No,AFH923,AIH526,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIH526&docType=OD
Jupiter Asset Management Series plc (AHS871),Merian European Equity Fund (AHS879),Jupiter Asset Management (Europe) Limited,24/2/2003,Offering Documents,No,AHS871,AHS879,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHS879&docType=OD
Jupiter Asset Management Series plc (AHS871),,Jupiter Asset Management (Europe) Limited,6/2/2003,Offering Documents,,AHS871,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Jupiter Asset Management Series plc (AHS871),Jupiter Merian World Equity Fund (AHS873),Jupiter Asset Management (Europe) Limited,6/2/2003,Offering Documents,No,AHS871,AHS873,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHS873&docType=OD
Jupiter Asset Management Series plc (AHS871),Jupiter Pacific Equity Fund (AHS882),Jupiter Asset Management (Europe) Limited,6/2/2003,Offering Documents,No,AHS871,AHS882,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHS882&docType=OD
Value Partners High-Dividend Stocks Fund (AIJ133),,Value Partners Hong Kong Limited,30/1/2003,Offering Documents,No,AIJ133,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
INVESCO Pooled Investment Fund (AFH279),Europe Fund (AIE552),Invesco Hong Kong Limited (trading as Invesco Asia Pacific),16/12/2002,Offering Documents,No,AFH279,AIE552,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIE552&docType=OD
INVESCO Pooled Investment Fund (AFH279),Hong Kong and China Fund (AIE553),Invesco Hong Kong Limited (trading as Invesco Asia Pacific),16/12/2002,Offering Documents,No,AFH279,AIE553,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIE553&docType=OD
INVESCO Pooled Investment Fund (AFH279),Japan Fund (AIE554),Invesco Hong Kong Limited (trading as Invesco Asia Pacific),16/12/2002,Offering Documents,No,AFH279,AIE554,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIE554&docType=OD
INVESCO Pooled Investment Fund (AFH279),North America Fund (AIE555),Invesco Hong Kong Limited (trading as Invesco Asia Pacific),16/12/2002,Offering Documents,No,AFH279,AIE555,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIE555&docType=OD
Fidelity Funds (AAV264),Fidelity Funds - Global Focus Fund (AIF555),FIL Investment Management (Luxembourg) S.A.,12/12/2002,Offering Documents,No,AAV264,AIF555,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIF555&docType=OD
Hang Seng Investment Series (AEO342),Hang Seng China Index Fund (AIC336),Hang Seng Investment Management Limited,8/11/2002,Offering Documents,No,AEO342,AIC336,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AIC336&docType=OD
Principal Prosperity Series (AHX979),,Principal Asset Management Company (Asia) Limited,31/10/2002,Offering Documents,,AHX979,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Principal Prosperity Series (AHX979),Principal Asia Pacific High Dividend Equity Fund (AHX980),Principal Asset Management Company (Asia) Limited,31/10/2002,Offering Documents,No,AHX979,AHX980,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHX980&docType=OD
Aberdeen Standard SICAV II (AGD813),Aberdeen Standard SICAV II – Global Equities Fund (AHU906),Abrdn Investments Luxembourg S.A.,16/10/2002,Offering Documents,No,AGD813,AHU906,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHU906&docType=OD
PIMCO Funds: Global Investors Series Plc (AFR656),Emerging Markets Bond Fund (AHX565),PIMCO Global Advisors (Ireland) Limited,9/10/2002,Offering Documents,Yes,AFR656,AHX565,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHX565&docType=OD
PIMCO Funds: Global Investors Series Plc (AFR656),Global Bond Fund (AHX563),PIMCO Global Advisors (Ireland) Limited,9/10/2002,Offering Documents,Yes,AFR656,AHX563,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHX563&docType=OD
PIMCO Funds: Global Investors Series Plc (AFR656),US High Yield Bond Fund (AHX564),PIMCO Global Advisors (Ireland) Limited,9/10/2002,Offering Documents,No,AFR656,AHX564,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHX564&docType=OD
BOCHK Investment Funds (AGW589),BOCHK Asia Pacific Equity Fund (AHX625),BOCI-Prudential Asset Management Limited,3/10/2002,Offering Documents,No,AGW589,AHX625,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHX625&docType=OD
BOCHK Investment Funds (AGW589),BOCHK China Equity Fund (AHX622),BOCI-Prudential Asset Management Limited,3/10/2002,Offering Documents,No,AGW589,AHX622,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHX622&docType=OD
BOCHK Investment Funds (AGW589),BOCHK Global Bond Fund (AHX626),BOCI-Prudential Asset Management Limited,3/10/2002,Offering Documents,No,AGW589,AHX626,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHX626&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds US Mid Cap (AHY056),BNP Paribas ASSET MANAGEMENT Luxembourg,30/9/2002,Offering Documents,No,AEK802,AHY056,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHY056&docType=OD
BlackRock Global Funds (AAR239),European Special Situations Fund (AHU083),BlackRock (Luxembourg) S.A.,25/9/2002,Offering Documents,No,AAR239,AHU083,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHU083&docType=OD
BlackRock Global Funds (AAR239),US Dollar Short Duration Bond Fund (AHU086),BlackRock (Luxembourg) S.A.,25/9/2002,Offering Documents,Yes,AAR239,AHU086,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHU086&docType=OD
BlackRock Global Funds (AAR239),US Flexible Equity Fund (AHU085),BlackRock (Luxembourg) S.A.,25/9/2002,Offering Documents,No,AAR239,AHU085,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHU085&docType=OD
Fidelity Funds (AAV264),Fidelity Funds - European Larger Companies Fund (AHX224),FIL Investment Management (Luxembourg) S.A.,16/9/2002,Offering Documents,No,AAV264,AHX224,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHX224&docType=OD
Barings Eastern Trust (AHU657),,Baring Fund Managers Limited,9/9/2002,Offering Documents,No,AHU657,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
First Sentier Investors Global Umbrella Fund plc (AER758),FSSA ASEAN All Cap Fund (AHP705),Board of Director - First Sentier Investors Global Umbrella Fund plc,9/9/2002,Offering Documents,No,AER758,AHP705,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHP705&docType=OD
First Sentier Investors Global Umbrella Fund plc (AER758),FSSA Greater China Growth Fund (AHP704),Board of Director - First Sentier Investors Global Umbrella Fund plc,9/9/2002,Offering Documents,No,AER758,AHP704,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHP704&docType=OD
Fidelity Funds (AAV264),Fidelity Funds - European High Yield Fund (AHT872),FIL Investment Management (Luxembourg) S.A.,3/9/2002,Offering Documents,No,AAV264,AHT872,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHT872&docType=OD
Hang Seng Investment Series (AEO342),Hang Seng MidCap Index Fund (AHQ850),Hang Seng Investment Management Limited,2/8/2002,Offering Documents,No,AEO342,AHQ850,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHQ850&docType=OD
Franklin Floating Rate Fund Plc (AHD670),,Franklin Templeton International Services S.a.r.l.,12/7/2002,Offering Documents,No,AHD670,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Franklin Floating Rate Master Trust (AHK657),,Self-Managed,12/7/2002, ,No,AHK657,,
BOCHK Investment Funds (AGW589),,BOCI-Prudential Asset Management Limited,28/6/2002,Offering Documents,,AGW589,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Invesco Funds (AAV714),Invesco Sustainable US Structured Equity Fund (AHQ869),INVESCO Management S.A.,28/6/2002,Offering Documents,No,AAV714,AHQ869,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHQ869&docType=OD
BOCHK Investment Funds (AGW589),BOCHK Global Equity Fund (AGW593),BOCI-Prudential Asset Management Limited,20/6/2002,Offering Documents,No,AGW589,AGW593,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGW593&docType=OD
BOCHK Investment Funds (AGW589),BOCHK HK Dollar Money Market Fund (AGW600),BOCI-Prudential Asset Management Limited,20/6/2002,Offering Documents,No,AGW589,AGW600,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGW600&docType=OD
BOCHK Investment Funds (AGW589),BOCHK Hong Kong Dollar Income Fund (AGW594),BOCI-Prudential Asset Management Limited,20/6/2002,Offering Documents,No,AGW589,AGW594,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGW594&docType=OD
BOCHK Investment Funds (AGW589),BOCHK Hong Kong Equity Fund (AGW591),BOCI-Prudential Asset Management Limited,20/6/2002,Offering Documents,No,AGW589,AGW591,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGW591&docType=OD
BOCHK Investment Funds (AGW589),BOCHK US Dollar Money Market Fund (AGW599),BOCI-Prudential Asset Management Limited,20/6/2002,Offering Documents,No,AGW589,AGW599,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGW599&docType=OD
Morgan Stanley Investment Funds (ACT316),Morgan Stanley Investment Funds Global Convertible Bond Fund (AHN939),MSIM Fund Management (Ireland) Limited,18/6/2002,Offering Documents,No,ACT316,AHN939,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHN939&docType=OD
Threadneedle (Lux) (ACY490),Threadneedle (Lux) - Emerging Market Corporate Bonds (AHM783),Threadneedle Management Luxembourg S.A.,11/6/2002,Offering Documents,No,ACY490,AHM783,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHM783&docType=OD
Threadneedle (Lux) (ACY490),Threadneedle (Lux) - Global Emerging Market Equities (AHM790),Threadneedle Management Luxembourg S.A.,11/6/2002,Offering Documents,No,ACY490,AHM790,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHM790&docType=OD
Fidelity Funds (AAV264),Fidelity Funds - Fidelity Target TM 2020 Fund (AHJ541),FIL Investment Management (Luxembourg) S.A.,4/4/2002,Offering Documents,No,AAV264,AHJ541,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHJ541&docType=OD
BlackRock Global Funds (AAR239),Asian Dragon Fund (AHF811),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,No,AAR239,AHF811,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF811&docType=OD
BlackRock Global Funds (AAR239),Asian Tiger Bond Fund (AHF810),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,No,AAR239,AHF810,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF810&docType=OD
BlackRock Global Funds (AAR239),European Value Fund (AHF812),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,No,AAR239,AHF812,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF812&docType=OD
BlackRock Global Funds (AAR239),Global Allocation Fund (AHF814),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,No,AAR239,AHF814,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF814&docType=OD
BlackRock Global Funds (AAR239),Latin American Fund (AHF818),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,No,AAR239,AHF818,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF818&docType=OD
BlackRock Global Funds (AAR239),Systematic Global SmallCap Fund (AHF816),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,No,AAR239,AHF816,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF816&docType=OD
BlackRock Global Funds (AAR239),US Basic Value Fund (AHF824),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,No,AAR239,AHF824,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF824&docType=OD
BlackRock Global Funds (AAR239),US Dollar Bond Fund (AHF825),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,Yes,AAR239,AHF825,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF825&docType=OD
BlackRock Global Funds (AAR239),US Dollar High Yield Bond Fund (AHF829),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,No,AAR239,AHF829,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF829&docType=OD
BlackRock Global Funds (AAR239),US Government Mortgage Impact Fund (AHF828),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,Yes,AAR239,AHF828,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF828&docType=OD
BlackRock Global Funds (AAR239),US Growth Fund (AHF831),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,No,AAR239,AHF831,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF831&docType=OD
BlackRock Global Funds (AAR239),World Financials Fund (AHF813),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,No,AAR239,AHF813,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF813&docType=OD
BlackRock Global Funds (AAR239),World Technology Fund (AHF823),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,No,AAR239,AHF823,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF823&docType=OD
Schroder International Selection Fund (AEU509),Emerging Asia (AHF917),Schroder Investment Management (Europe) S.A.,25/3/2002,Offering Documents,No,AEU509,AHF917,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF917&docType=OD
Schroder International Selection Fund (AEU509),EURO Short Term Bond (AHF915),Schroder Investment Management (Europe) S.A.,25/3/2002,Offering Documents,No,AEU509,AHF915,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF915&docType=OD
Schroder International Selection Fund (AEU509),Hong Kong Dollar Bond (AHF925),Schroder Investment Management (Europe) S.A.,25/3/2002,Offering Documents,No,AEU509,AHF925,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF925&docType=OD
Schroder International Selection Fund (AEU509),Hong Kong Equity (AHF919),Schroder Investment Management (Europe) S.A.,25/3/2002,Offering Documents,No,AEU509,AHF919,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF919&docType=OD
